"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2014-05-13","79.7","1.94","5.94","Harrison, Matt",518625,457448,"null","ball",,,,,"14","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","B","null","null","0","2",2014,"1.86","1","1.15","0.92","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192731",-6.04,-115.74,-6.08,19.37,21.96,-24.54,"3.65","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","3","Changeup","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","85.8","-0.62","5.72","Germano, Justin",543321,430683,"field_out","hit_into_play",,,,,"3","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","X","8","line_drive","3","2",2014,"-0.48","1.34","0.76","2.96","null","461882","null","1","3","Bot",119.48,80.32,,,"455139",,"140513_201537",4.18,-124.81,-2.69,-3.95,29.71,-19.8,"3.52","1.63","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","27","6","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","89.0","1.28","5.87","Keuchel, Dallas",425567,572971,"null","called_strike",,,,,"13","Alex Rios strikes out swinging.","R","R","L","HOU","TEX","S","null","null","1","1",2014,"1.89","0.88","-0.92","2.09","null","null","null","0","2","Top","null","null",,,"449786",,"140513_193315",-10.44,-129.1,-4.95,24.58,26.14,-24.02,"3.95","1.88","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","10","3","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","90.5","-1.41","5.79","Tolleson, Shawn",449786,474521,"null","foul",,,,,"2","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","S","null","null","2","2",2014,"0.71","0.54","0.06","3.55","null","null","null","0","7","Bot","null","null",,,"455139",,"140513_212840",1.77,-131.88,-0.41,10.55,30.77,-27.93,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","59","5","Cutter","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.0","1.57","6.33","Harrison, Matt",518625,457448,"null","foul_tip",,,,,"11","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","S","null","null","0","1",2014,"1.55","1.66","-0.89","3.52","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192705",-10.18,-129.14,-4.13,19.98,31.31,-15.14,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","89.0","1.59","6.21","Harrison, Matt",518625,457448,"null","called_strike",,,,,"14","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.8","1.26","0.85","2.67","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192646",-6.48,-129.44,-5.19,23.48,28.07,-19.56,"3.65","1.73","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CU","2014-05-13","72.2","-0.97","5.91","Germano, Justin",543321,430683,"null","ball",,,,,"9","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","B","null","null","2","2",2014,"2.01","-1","0.73","1.44","null","461882","null","1","3","Bot","null","null",,,"455139",,"140513_201516",-0.6,-105.22,0.89,16.65,23.46,-41.15,"3.46","1.54","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","27","5","Curveball","3","0","3","0","0","3","3","0","null","null"
"FC","2014-05-13","85.2","1.65","5.82","Keuchel, Dallas",425567,572971,"null","ball",,,,,"14","Alex Rios strikes out swinging.","R","R","L","HOU","TEX","B","null","null","0","1",2014,"0.95","0.83","1.83","1.44","null","null","null","0","2","Top","null","null",,,"449786",,"140513_193253",-2.02,-123.94,-5.44,11.9,28.45,-25.36,"3.95","1.78","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","10","2","Cutter","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","91.4","-1.59","5.68","Tolleson, Shawn",449786,474521,"null","foul",,,,,"4","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","S","null","null","2","1",2014,"0.38","1.11","-0.56","2.50","null","null","null","0","7","Bot","null","null",,,"455139",,"140513_212811",1.44,-133.05,-4.45,6.66,27.73,-20.66,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","59","4","Cutter","8","0","8","0","0","8","8","0","null","null"
"SI","2014-05-13","86.3","-0.62","5.7","Germano, Justin",543321,430683,"null","foul",,,,,"6","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","S","null","null","2","1",2014,"-0.78","0.83","0.58","2.39","null","461882","null","1","3","Bot","null","null",,,"455139",,"140513_201442",4.45,-125.62,-3.03,-7.4,29.15,-25.21,"3.52","1.63","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","27","4","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","87.3","1.29","5.96","Keuchel, Dallas",425567,572971,"null","called_strike",,,,,"8","Alex Rios strikes out swinging.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.84","1.09","-0.05","1.99","null","null","null","0","2","Top","null","null",,,"449786",,"140513_193243",-7.87,-126.79,-5.41,22.59,30.22,-22.12,"3.99","1.78","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","10","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","92.7","-1.27","5.67","Tolleson, Shawn",449786,474521,"null","called_strike",,,,,"9","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","S","null","null","2","0",2014,"-0.02","1.82","0.50","2.15","null","null","null","0","7","Bot","null","null",,,"455139",,"140513_212756",4.42,-134.83,-7.14,1.45,33.5,-11.59,"3.61","1.69","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","59","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.7","1.72","5.95","Harrison, Matt",451594,457448,"walk","ball",,,,,"14","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","B","null","null","3","2",2014,"2.12","1.19","1.05","0.95","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192535",-7,-128.67,-8.58,26.87,29.1,-20.63,"3.73","1.81","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.7","null","0","0","null","7","9","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","81.7","-0.69","5.51","Germano, Justin",543321,430683,"null","blocked_ball",,,,,"14","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","B","null","null","1","1",2014,"-1.1","0.84","0.22","0.57","null","461882","null","1","3","Bot","null","null",,,"455139",,"140513_201414",4.23,-118.78,-5.97,-9.8,26.03,-25.8,"3.61","1.63","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","27","3","Changeup","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","90.5","1.57","6.28","Harrison, Matt",451594,457448,"null","foul",,,,,"2","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","S","null","null","3","2",2014,"1.58","1.43","-0.24","3.26","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192511",-8.82,-131.5,-4.5,21.37,29.11,-17.2,"3.54","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","8","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","83.2","-1.25","5.71","Tolleson, Shawn",449786,474521,"null","ball",,,,,"13","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","B","null","null","1","0",2014,"-0.49","0.82","-1.09","1.53","null","null","null","0","7","Bot","null","null",,,"455139",,"140513_212736",1.19,-121.13,-4.59,-3.83,25.23,-25.69,"3.68","1.72","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","59","2","Changeup","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.5","1.36","5.87","Keuchel, Dallas",425902,572971,"field_out","hit_into_play",,,,,"8","Prince Fielder grounds out softly, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","L","L","HOU","TEX","X","6","ground_ball","3","2",2014,"1.69","0.54","0.08","1.97","null","134181","null","2","1","Top",142.57,156.63,,,"449786",,"140513_191624",-7.78,-131.52,-4.77,23.06,26.7,-27.95,"3.28","1.57","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","4","6","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","88.3","1.73","6.08","Harrison, Matt",451594,457448,"null","foul",,,,,"14","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","S","null","null","3","2",2014,"1.98","1.32","1.05","1.95","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192444",-6.7,-128.3,-6.66,25.22,27.34,-19.15,"3.54","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","7","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","92.1","-1.47","5.88","Tolleson, Shawn",449786,474521,"null","ball",,,,,"11","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","B","null","null","0","0",2014,"0.17","1.52","-0.91","3.55","null","null","null","0","7","Bot","null","null",,,"455139",,"140513_212714",0.74,-134.09,-3.24,3.86,30.84,-15.46,"3.64","1.68","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","59","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","86.2","-1.06","5.81","Germano, Justin",543321,430683,"null","ball",,,,,"11","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.4","0.64","-1.18","3.17","null","461882","null","1","3","Bot","null","null",,,"455139",,"140513_201356",0.32,-125.5,-1.02,-3.07,26.73,-27.21,"3.58","1.63","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","27","2","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","87.5","1.32","5.89","Keuchel, Dallas",425902,572971,"null","swinging_strike",,,,,"13","Prince Fielder grounds out softly, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","L","L","HOU","TEX","S","null","null","3","1",2014,"0.86","0.8","-1.24","1.94","null","134181","null","2","1","Top","null","null",,,"449786",,"140513_191602",-8.75,-127,-4.89,11.61,25.11,-25.25,"3.28","1.57","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","4","5","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","88.6","1.65","5.99","Harrison, Matt",451594,457448,"null","ball",,,,,"14","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","B","null","null","2","2",2014,"2.19","1.28","0.45","1.03","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192421",-8.53,-128.47,-8.72,27.76,27.19,-19.49,"3.73","1.8","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","6","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","93.7","-1.29","5.81","Tolleson, Shawn",543321,474521,"field_out","hit_into_play",,,,,"3","L.J. Hoes grounds out, pitcher Shawn Tolleson to first baseman Prince Fielder.","R","R","R","HOU","TEX","X","1","ground_ball","1","1",2014,"-0.1","2.02","0.56","3.01","null","null","474892","2","6","Bot",127.51,181.73,,,"455139",,"140513_211842",4.85,-136.24,-5.83,0.43,35.56,-8.69,"3.52","1.63","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","55","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","85.7","-0.59","5.74","Germano, Justin",543321,430683,"null","called_strike",,,,,"14","L.J. Hoes lines out to center fielder Michael Choice.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"-0.29","0.74","1.18","2.25","null","461882","null","1","3","Bot","null","null",,,"455139",,"140513_201337",4.71,-124.67,-3.22,-1.78,27.26,-26.18,"3.57","1.63","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","27","1","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"SL","2014-05-13","79.4","1.39","5.97","Keuchel, Dallas",425902,572971,"null","ball",,,,,"13","Prince Fielder grounds out softly, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","L","L","HOU","TEX","B","null","null","2","1",2014,"-0.33","0.18","-1.49","2.44","null","134181","null","2","1","Top","null","null",,,"449786",,"140513_191541",-6.05,-115.43,-0.69,-1.84,29.45,-32.3,"3.42","1.57","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","4","4","Slider","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","89.6","-1.46","5.86","Tolleson, Shawn",543321,474521,"null","ball",,,,,"3","L.J. Hoes grounds out, pitcher Shawn Tolleson to first baseman Prince Fielder.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"0.07","0.92","0.73","3.15","null","null","474892","2","6","Bot","null","null",,,"455139",,"140513_211822",5.1,-130.38,-2.33,2.5,30.86,-23.57,"3.61","1.65","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","55","2","Cutter","8","0","8","0","0","8","8","0","null","null"
